record_type,cohort,validation,outcome_metric,outcome_formulation,baseline_scope,comparison_key,estimate,ci_lower,ci_upper,bootstrap_se,n_persons,pool_method,Q,I2,notes
cohort,UKHLS,grouped_10fold,persistence,change,context,B2_minus_B0,0.0282577512067939,0.0073946437495423,0.0490465290816406,0.0108141792440933,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,current_state,B4_minus_B3,0.0011906997745265,-0.0028045788434101,0.0049266528522538,0.0020169118401192,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,ancova_level,context,B2_minus_B0,0.0013310893519303,-0.0027187100734482,0.0055895257352796,0.0021138999939503,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,ancova_level,current_state,B4_minus_B3,0.0013310893519303,-0.0031588090994476,0.0057341027147326,0.0022233704294976,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,context,B2_minus_B0,-0.0006964608696503,-0.0025756808047977,0.0010179688584033,0.0009224592373071,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,current_state,B4_minus_B3,-0.0055697975657661,-0.0171415126249573,0.0049134998513922,0.005576281391867,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,ancova_level,context,B2_minus_B0,-0.0046361959662579,-0.0130752796471919,0.0037076910016702,0.0043437919044113,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,ancova_level,current_state,B4_minus_B3,-0.0046361959662579,-0.0126242226035886,0.0038028608057411,0.0044030238514404,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,context,B2_minus_B0,-0.0824483266806175,-0.1421742097541006,-0.0193416632165229,0.0308578931530635,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,current_state,B4_minus_B3,-0.0188639532557112,-0.0344985497774665,-0.0025509011623072,0.008726863113971,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,ancova_level,context,B2_minus_B0,-0.0177577185064801,-0.0333246570419997,-0.0020538716602725,0.0079560696735901,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,ancova_level,current_state,B4_minus_B3,-0.0177577185064801,-0.034594208172409,-0.0036339836111442,0.0081833596997477,587,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,change,context,R3_joint_raw_minus_BASE,0.031727287447383,0.0046836907481327,0.0580659941415894,0.0141063833695257,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,change,context,R4_joint_residual_minus_BASE,0.0373019563663989,0.0070295157129539,0.0688082729804103,0.0156043814650681,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,change,current_state,R3_joint_raw_minus_BASE,0.0004877648366331,-0.0079289195749239,0.0089656057426077,0.0042423735997685,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,change,current_state,R4_joint_residual_minus_BASE,0.0024686705678272,-0.0061120120018034,0.0109358199459541,0.004398306832738,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0004540636489307,-0.0079095500771254,0.0080906659282956,0.0040615628284716,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0022981024498884,-0.0060430682107631,0.0102084217228414,0.0040762599693087,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,change,context,R3_joint_raw_minus_BASE,0.0384491813941673,0.0127718791478458,0.0643560120583885,0.0137992010835177,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,change,context,R4_joint_residual_minus_BASE,0.0489585047137757,0.0167048978545999,0.0777172094800817,0.0161612496646037,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,change,current_state,R3_joint_raw_minus_BASE,0.0025298649040771,-0.005012751731078,0.011645939726398,0.0042695811244024,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,change,current_state,R4_joint_residual_minus_BASE,0.0049226222582179,-0.0049810904777779,0.0148092580970584,0.0051457096723229,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0024154520325565,-0.0053450652332086,0.0106349183139859,0.0042534084861985,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.004699997189557,-0.0033729937062595,0.0141852343741533,0.0044162951639731,1166,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,change,context,R3_joint_raw_minus_BASE,0.0337043365935638,-0.0254595575562892,0.0908984450352502,0.0297148025227147,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,change,context,R4_joint_residual_minus_BASE,0.0415842852698921,-0.0229811070905357,0.1026477869788715,0.0330360554989746,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,change,current_state,R3_joint_raw_minus_BASE,0.0003456724046593,-0.0176430946633794,0.0180448289899168,0.0090724444704631,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,change,current_state,R4_joint_residual_minus_BASE,-0.002235208729964,-0.0210461021793357,0.0184713979988277,0.010220970285394,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0003313530259577,-0.017519237275237,0.016630615793036,0.0088294544102721,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,-0.0021426158592297,-0.0218115168671569,0.018449367466718,0.0100227514573467,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,change,context,R3_joint_raw_minus_BASE,0.0646037816697386,0.0237475647081716,0.1058194957797271,0.0223932901849305,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,change,context,R4_joint_residual_minus_BASE,0.0817252844315481,0.0290078929914523,0.1291813151186805,0.0260967337924882,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,change,current_state,R3_joint_raw_minus_BASE,0.0097468110800271,0.0003238414674738,0.0192655025504099,0.0049501717363391,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,change,current_state,R4_joint_residual_minus_BASE,0.0067984247282505,-0.0102448401047165,0.0252140139313725,0.0092686702963917,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0102722755432612,0.0006961900640526,0.0213444925431621,0.0056223337373485,340,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0071649374852263,-0.0135704096931002,0.0255743465509842,0.0100819799413623,340,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,change,context,R3_joint_raw_minus_BASE,0.0309897506704615,0.0104135222797476,0.0517749912193732,0.0105611693156446,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,change,context,R4_joint_residual_minus_BASE,0.0444423559022013,0.0205429655888241,0.0698962841924495,0.0122994654289009,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,change,current_state,R3_joint_raw_minus_BASE,0.003589465249983,-0.0031630681021,0.0113690559071472,0.0038123481785474,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,change,current_state,R4_joint_residual_minus_BASE,0.0112383946607936,0.0019205507310434,0.0219218195975723,0.0051778322122794,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0035134155284169,-0.0036253878421577,0.0100538034310237,0.003455075503605,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0110002876656621,0.0006264047134501,0.0213950627993147,0.0054677946037495,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,context,R3_joint_raw_minus_BASE,0.0307663226519792,0.0096866959337361,0.0533589855560828,0.0116780732088974,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,context,R4_joint_residual_minus_BASE,0.0513450815627436,0.0223241999238191,0.0772893239752328,0.0142065511522995,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,current_state,R3_joint_raw_minus_BASE,0.0010847253897796,-0.0036119529611958,0.0062742273869575,0.0025085504208239,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,current_state,R4_joint_residual_minus_BASE,0.0105838971279547,0.0006626431029233,0.0210015033937318,0.0052108686279939,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0012105109557628,-0.0049771933712169,0.0068878408017253,0.00299506792353,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0118112137401547,0.0007154478139382,0.0229279666504345,0.0055951594516285,1955,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,context,R3_joint_raw_minus_BASE,-0.067959963939852,-0.1313131687191957,-0.0026550366111614,0.0325157167255606,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,context,R4_joint_residual_minus_BASE,-0.0593480686875842,-0.1299627207816377,0.0052705960700604,0.0331270773384827,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,current_state,R3_joint_raw_minus_BASE,-0.0253581853866288,-0.0514188295155145,-0.0009220426052891,0.0133133469957525,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,current_state,R4_joint_residual_minus_BASE,-0.0265927361499989,-0.057953102342436,0.0021679156120183,0.0153966830737215,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,-0.0211076821756858,-0.0471156945749827,0.0027662394925498,0.0124048545999073,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,-0.0221352992841509,-0.0449634116038431,0.0023282941908382,0.0125167194090871,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,context,R3_joint_raw_minus_BASE,-0.0694774769527979,-0.130708825567089,-0.0079635154707398,0.0323902231009473,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,context,R4_joint_residual_minus_BASE,-0.0610630543552548,-0.1444915807088247,0.002579978136606,0.0382933344854463,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,current_state,R3_joint_raw_minus_BASE,-0.0127129873496846,-0.0306813545938253,0.0052150176254606,0.0095167193419445,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,current_state,R4_joint_residual_minus_BASE,0.0141865255202061,-0.0054801541212834,0.0357964402013038,0.0106648048004381,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,-0.0119674623697358,-0.0316824084582073,0.0056530080258437,0.0093572793182988,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.0133545881585869,-0.0038520842819043,0.033643902323711,0.009645655113546,587,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,change,context,split_cross_form_minus_BASE,-6.104551077140696e-05,-0.0049432821122662,0.0048042686200471,0.0025286921370053,1127,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,change,current_state,split_cross_form_minus_BASE,-0.0013117626606075,-0.002251972164698,-0.000437257684569,0.0004601206329843,1127,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,acute,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0013457911492595,-0.0022105978593213,-0.0004925281099562,0.0004600461048047,1127,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,change,context,split_cross_form_minus_BASE,0.0136563419616387,2.479657379018984e-05,0.0269207431834918,0.0070973249592358,1117,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,change,current_state,split_cross_form_minus_BASE,-0.0010847578731855,-0.0038558717000735,0.0013432339301579,0.0013129378027208,1117,,,,cohort-specific person-bootstrap estimate
cohort,HRS,grouped_10fold,persistence,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0011214542800156,-0.0040729531965862,0.0018773778903735,0.0015497400532474,1117,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,change,context,split_cross_form_minus_BASE,0.0040562016778076,-0.0027397665960271,0.0110243686998993,0.0034978744215625,327,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,change,current_state,split_cross_form_minus_BASE,0.0001815655419906,-0.0009720111875077,0.0012859457895055,0.000572681652233,327,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,acute,ancova_level,ancova_current_state,split_cross_form_minus_BASE,0.0001936678025117,-0.001041807188069,0.0013418910059332,0.0006079108471617,327,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,change,context,split_cross_form_minus_BASE,0.0132736584025251,-0.0058776494730584,0.0333452303496842,0.0098927447165151,325,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,change,current_state,split_cross_form_minus_BASE,-0.0078379899403043,-0.0128305671450839,-0.0030870659422301,0.0025303536542942,325,,,,cohort-specific person-bootstrap estimate
cohort,HRS,temporal_70_30,persistence,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0087564680976945,-0.0146597257997487,-0.0034204400584706,0.003038711912139,325,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,change,context,split_cross_form_minus_BASE,-0.0010682169592599,-0.0017345337437905,-0.0004154451898709,0.0003461249708586,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,change,current_state,split_cross_form_minus_BASE,0.0001019538125454,-0.002174729106709,0.0027343394932223,0.001237941169828,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,acute,ancova_level,ancova_current_state,split_cross_form_minus_BASE,0.0001267513676221,-0.0026013850007427,0.0024191855871558,0.0012584587061061,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,context,split_cross_form_minus_BASE,0.0178094407889801,0.0031241077679029,0.0333219395429934,0.0080581671945726,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,change,current_state,split_cross_form_minus_BASE,0.0003469541689337,-0.00184930052325,0.0026693853814042,0.0011503471753312,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,grouped_10fold,persistence,ancova_level,ancova_current_state,split_cross_form_minus_BASE,0.0004102616905631,-0.001948598364327,0.0028566920265841,0.0013017802877184,1956,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,context,split_cross_form_minus_BASE,-0.0008107677084726,-0.0025583050554824,0.0008337591969756,0.0009215998806915,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,change,current_state,split_cross_form_minus_BASE,-0.0041712237497928,-0.0129771805043507,0.0041399094163207,0.004306975663921,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,acute,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0036631981037687,-0.0108795008148717,0.0041547101871063,0.0038223328435038,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,context,split_cross_form_minus_BASE,-0.0597190610303612,-0.106807648091787,-0.0195374344925508,0.0220430498173515,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,change,current_state,split_cross_form_minus_BASE,-0.0142290256650557,-0.0259640378701002,-0.0050475846623327,0.0052370765748421,587,,,,cohort-specific person-bootstrap estimate
cohort,UKHLS,temporal_70_30,persistence,ancova_level,ancova_current_state,split_cross_form_minus_BASE,-0.0141749824818426,-0.0259074791155122,-0.0034258818295862,0.0059069447606017,587,,,,cohort-specific person-bootstrap estimate
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,context,B2_minus_B0,-0.0013067171032161,-0.0022407246199241,-0.000372709586508,0.0004765344473,3122,inverse_variance_fixed_effect_descriptive,0.6337856377162804,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,current_state,B4_minus_B3,-0.0010117614511061,-0.0024313165058677,0.0004077936036553,0.0007242627830416,3122,inverse_variance_fixed_effect_descriptive,0.7797828853433076,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,ancova_level,context,B2_minus_B0,-0.0009475254502134,-0.0023509235324511,0.0004558726320241,0.000716019429713,3122,inverse_variance_fixed_effect_descriptive,0.6866811612430166,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,ancova_level,current_state,B4_minus_B3,-0.0009594646983927,-0.0023473143009076,0.0004283849041221,0.0007080865318953,3122,inverse_variance_fixed_effect_descriptive,0.6852485395519141,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,context,B2_minus_B0,0.0315767629135162,0.0148742462379314,0.0482792795891011,0.0085216921814208,3122,inverse_variance_fixed_effect_descriptive,0.2485117487560186,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,current_state,B4_minus_B3,0.0013607902505692,-0.0021564642926424,0.004878044793781,0.0017945176240876,3122,inverse_variance_fixed_effect_descriptive,0.0341309689934468,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,ancova_level,context,B2_minus_B0,0.0014775332638635,-0.0021099622585898,0.0050650287863168,0.0018303548583945,3122,inverse_variance_fixed_effect_descriptive,0.0191758875249891,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,ancova_level,current_state,B4_minus_B3,0.0015024315545223,-0.0021622031547872,0.0051670662638319,0.0018697115863824,3122,inverse_variance_fixed_effect_descriptive,0.0202812034617676,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,context,B2_minus_B0,-0.0003908870554662,-0.002171300029266,0.0013895259183335,0.0009083739662243,927,inverse_variance_fixed_effect_descriptive,3.620914586245256,72.38266807511303,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,change,current_state,B4_minus_B3,0.0001247507567902,-0.0002619369289796,0.0005114384425602,0.0001972896355969,927,inverse_variance_fixed_effect_descriptive,1.0441747178083969,4.230586802667885,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,ancova_level,context,B2_minus_B0,0.0001182767957886,-0.0002338656844642,0.0004704192760415,0.0001796645307412,927,inverse_variance_fixed_effect_descriptive,1.2000803093436905,16.672243331207724,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,acute,ancova_level,current_state,B4_minus_B3,0.000117705631517,-0.0002515379604464,0.0004869492234804,0.0001883895877364,927,inverse_variance_fixed_effect_descriptive,1.1678688671101565,14.373948294857888,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,context,B2_minus_B0,0.0169034255780357,-0.0163329695758681,0.0501398207319396,0.0169573444662775,927,inverse_variance_fixed_effect_descriptive,14.850900922183186,93.26640178101066,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,change,current_state,B4_minus_B3,0.0012898114050458,-0.0066875022726953,0.009267125082787,0.0040700579988475,927,inverse_variance_fixed_effect_descriptive,6.815830942324392,85.32827459392689,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,ancova_level,context,B2_minus_B0,0.0004348455075168,-0.0077116577950116,0.0085813488100454,0.0041563792359839,927,inverse_variance_fixed_effect_descriptive,7.191304019674287,86.09431617319812,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,temporal_70_30,persistence,ancova_level,current_state,B4_minus_B3,0.0008046410571087,-0.0073445572663419,0.0089538393805593,0.0041577542466584,927,inverse_variance_fixed_effect_descriptive,6.935548162907955,85.58152900807313,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,context,R3_joint_raw_minus_BASE,0.0312546656018915,0.0146842602701832,0.0478250709335998,0.008454288434545,3121,inverse_variance_fixed_effect_descriptive,0.001751725724625,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,context,R4_joint_residual_minus_BASE,0.0417061617179862,0.0227733624190263,0.060638961016946,0.0096595914790611,3121,inverse_variance_fixed_effect_descriptive,0.1291507570650853,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,current_state,R3_joint_raw_minus_BASE,0.0022037379537688,-0.0033540752324263,0.0077615511399641,0.0028356189725485,3121,inverse_variance_fixed_effect_descriptive,0.2957280398570245,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,change,current_state,R4_joint_residual_minus_BASE,0.006144351083208,-0.0004258696047739,0.0127145717711901,0.0033521534122357,3121,inverse_variance_fixed_effect_descriptive,1.666297873020553,39.986720490300634,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,ancova_level,ancova_current_state,R3_joint_raw_minus_BASE,0.0022289897567644,-0.0029291016840926,0.0073870811976214,0.0026316793065597,3121,inverse_variance_fixed_effect_descriptive,0.3291723572351372,0.0,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,acute,ancova_level,ancova_current_state,R4_joint_residual_minus_BASE,0.005406816460697,-0.0009985574626954,0.0118121903840896,0.0032680479200982,3121,inverse_variance_fixed_effect_descriptive,1.6281160031173982,38.579315104988055,two cohorts only; not a definitive meta-analysis
descriptive_pool,UKHLS+HRS,grouped_10fold,persistence,change,context,R3_joint_raw_minus_BASE,0.0339725135315416,0.0165004871136214,0.0514445399494617,0.0089142991928163,3121,inverse_variance_fixed_effect_descriptive,0.1806216626431703,0.0,two cohorts only; not a definitive meta-analysis
